StopNum,Type,Day,Longitude,Latitude,NumOfPackages,cluster_id
484,Delivery,Mon,29.2767642,40.9641003,26.0,13
485,Delivery,Mon,29.1276808,41.0262528,3.0,8
486,Delivery,Mon,29.1276813,41.0262437,24.0,8
487,Delivery,Mon,29.1276797,41.0262501,4.0,8
488,Delivery,Mon,29.1231537,41.0228902,1.0,27
489,Delivery,Mon,29.2302548,41.0090969,1.0,17
490,Delivery,Mon,29.2593427,41.0151236,1.0,7
491,Delivery,Mon,29.1715847,41.0312219,1.0,14
492,Delivery,Mon,29.1772556,41.0416494,1.0,21
493,Delivery,Mon,29.1783247,41.0316495,1.0,14
494,Pickup,Mon,29.0903367,41.0249605,11.0,2
495,Delivery,Mon,29.6124187,41.173011,1.0,5
496,Delivery,Mon,29.3058581,41.1136777,1.0,21
497,Delivery,Mon,29.2044213,40.9212176,1.0,0
498,Delivery,Mon,29.1850702,40.9206175,1.0,29
499,Delivery,Mon,29.2423559,40.9061558,1.0,35
500,Delivery,Mon,29.2272483,40.8971967,1.0,19
501,Delivery,Mon,29.1950733,40.9161603,1.0,29
502,Delivery,Mon,29.2053869,40.909798,1.0,0
503,Delivery,Mon,29.213706,40.932813,1.0,0
504,Delivery,Mon,29.1190561,41.0055812,1.0,33
505,Delivery,Mon,29.1081903,41.0113277,1.0,33
506,Delivery,Mon,29.1078106,41.024583,1.0,23
507,Delivery,Mon,29.1909477,41.0225335,1.0,21
508,Delivery,Mon,29.0929221,41.022222,1.0,2
509,Delivery,Mon,29.1000722,41.0122532,1.0,2
510,Delivery,Mon,29.0958174,41.0242613,1.0,2
511,Delivery,Mon,29.0934293,41.009562,1.0,36
512,Delivery,Mon,29.1004488,41.017603,1.0,2
513,Delivery,Mon,29.2374926,41.0157349,1.0,7
514,Delivery,Mon,29.1830707,41.0298227,1.0,14
515,Delivery,Mon,29.1243521,41.0233455,1.0,27
516,Delivery,Mon,29.1241662,41.0234419,26.0,27
517,Delivery,Mon,29.1263333,41.0232929,1.0,8
518,Delivery,Mon,29.1243215,41.0232818,4.0,27
519,Delivery,Mon,29.122469,40.9861288,1.0,4
520,Delivery,Mon,29.1320736,40.9874381,1.0,4
521,Pickup,Mon,29.3928872,40.9041661,205.0,3
522,Delivery,Mon,29.1283997,40.9303121,1.0,20
523,Delivery,Mon,29.2923535,40.8990253,1.0,26
524,Delivery,Mon,29.273445,40.8828295,1.0,15
525,Delivery,Mon,29.2566014,40.875211,1.0,15
526,Delivery,Mon,29.2788785,40.8977919,1.0,26
527,Delivery,Mon,29.2769167,40.8777598,1.0,15
528,Delivery,Mon,29.2820245,40.8719468,1.0,15
529,Delivery,Mon,29.1068969,41.0250908,2.0,23
530,Delivery,Mon,29.1069048,41.0252277,8.0,23
531,Delivery,Mon,29.1068985,41.0252954,1.0,23
532,Delivery,Mon,29.2851706,40.9053977,2.0,26
533,Delivery,Mon,29.1345691,40.9375759,1.0,20
534,Delivery,Mon,29.1475499,41.0157279,1.0,33
535,Delivery,Mon,29.193826,40.8903517,1.0,29
536,Delivery,Mon,29.1296701,40.9374384,1.0,9
537,Delivery,Mon,29.1449198,40.9365177,1.0,9
538,Delivery,Mon,29.1364164,40.9429859,1.0,38
539,Delivery,Mon,29.1587602,40.9258977,3.0,10
540,Delivery,Mon,29.1454244,40.9445009,1.0,3
541,Delivery,Mon,29.1288616,40.9699317,1.0,31
542,Delivery,Mon,29.1611187,40.9440097,1.0,0
543,Delivery,Mon,29.1635192,40.9435393,1.0,0
544,Delivery,Mon,29.1571093,40.9466978,1.0,0
545,Delivery,Mon,29.1559959,40.914412,1.0,10
546,Delivery,Mon,29.1374411,40.911031,1.0,31
547,Delivery,Mon,29.1470628,40.9159888,1.0,10
548,Delivery,Mon,29.1506186,40.9181984,1.0,10
549,Delivery,Mon,29.1140233,40.9930149,1.0,4
550,Delivery,Mon,29.1733892,41.0319227,3.0,14
551,Delivery,Mon,29.1273511,40.9271307,1.0,9
552,Delivery,Mon,29.1593947,40.9173555,1.0,10
553,Delivery,Mon,29.1903941,41.028334,1.0,21
554,Delivery,Mon,29.1285203,41.0261029,1.0,8
555,Delivery,Mon,29.1363763,40.9850901,1.0,4
556,Delivery,Mon,29.1371864,40.9855105,1.0,4
557,Delivery,Mon,29.2433521,41.0188721,1.0,7
558,Delivery,Mon,29.1889123,41.0330455,1.0,21
559,Delivery,Mon,29.2418348,41.0238954,1.0,7
560,Delivery,Mon,29.6114469,41.1693416,1.0,5
561,Delivery,Mon,29.3262792,41.0935852,1.0,21
562,Delivery,Mon,29.1953487,41.016431,1.0,21
563,Delivery,Mon,29.1240182,40.9930005,1.0,4
564,Delivery,Mon,29.1208566,40.9891083,1.0,4
565,Delivery,Mon,29.214511,40.932374,1.0,0
566,Delivery,Mon,29.213503,40.9328324,1.0,0
567,Delivery,Mon,29.2181291,40.9313446,1.0,0
568,Delivery,Mon,29.1983559,40.9121673,1.0,29
569,Delivery,Mon,29.2190457,40.9210508,1.0,0
570,Delivery,Mon,29.2191305,40.9146898,1.0,0
571,Delivery,Mon,29.213765,40.9048019,1.0,0
572,Delivery,Mon,29.1963829,40.9151378,1.0,29
573,Delivery,Mon,29.1151301,41.0065335,2.0,33
574,Delivery,Mon,29.4396378,40.8360456,28.0,39
575,Delivery,Mon,29.0926791,41.0204789,1.0,2
576,Delivery,Mon,29.0919671,41.0227908,1.0,2
577,Delivery,Mon,29.1025152,41.0152244,1.0,2
578,Delivery,Mon,29.09406,41.0169043,1.0,2
579,Delivery,Mon,29.4653666,40.7976012,11.0,28
580,Delivery,Mon,29.4931721,40.8058801,1.0,28
581,Delivery,Mon,29.2375365,41.0157613,1.0,7
582,Delivery,Mon,29.2324585,41.0131225,1.0,17
583,Delivery,Mon,29.1394621,41.0166712,1.0,33
584,Delivery,Mon,29.1240934,41.0234137,4.0,27
585,Delivery,Mon,29.1244865,41.0245063,1.0,27
586,Delivery,Mon,29.1237143,41.0232318,1.0,27
587,Pickup,Mon,29.4667781,40.7970755,174.0,28
588,Delivery,Mon,29.2877348,40.9241504,1.0,12
589,Delivery,Mon,29.2824353,40.926769,1.0,12
590,Delivery,Mon,29.2646113,40.9677047,2.0,13
591,Delivery,Mon,29.2742295,40.9527683,1.0,13
592,Delivery,Mon,29.2881689,40.9523397,1.0,12
593,Delivery,Mon,29.2613746,40.9781533,1.0,13
594,Delivery,Mon,29.4114661,40.8394813,1.0,1
595,Delivery,Mon,29.4113632,40.8431488,1.0,1
596,Delivery,Mon,29.2172736,41.0079741,2.0,17
597,Delivery,Mon,29.1327743,40.9860977,2.0,4
598,Delivery,Mon,29.1282761,40.9901515,1.0,4
599,Delivery,Mon,29.3158164,40.9212344,1.0,12
600,Delivery,Mon,29.3138921,40.9208454,1.0,38
601,Delivery,Mon,29.3953071,40.8910515,2.0,18
602,Delivery,Mon,29.3952574,40.891027,1.0,18
603,Delivery,Mon,29.4166465,40.853668,2.0,1
604,Delivery,Mon,29.4129026,40.8633266,1.0,1
605,Delivery,Mon,29.2157767,40.965535,1.0,32
606,Delivery,Mon,29.4022488,40.8896243,1.0,18
607,Delivery,Mon,29.4022488,40.8896243,1.0,18
608,Delivery,Mon,29.3062417,40.9391784,1.0,12
609,Delivery,Mon,29.2886515,40.9336993,1.0,12
610,Delivery,Mon,29.3472873,40.9205411,102.0,3
611,Delivery,Mon,29.3289139,40.9330012,1.0,30
612,Delivery,Mon,29.3210937,40.9337578,1.0,37
613,Delivery,Mon,29.3799007,40.8008743,1.0,9
614,Delivery,Mon,29.3784559,40.8266249,1.0,38
615,Delivery,Mon,29.3903252,40.7946284,1.0,9
616,Delivery,Mon,29.4167839,40.7954663,1.0,34
617,Delivery,Mon,29.4050191,40.778695,1.0,34
618,Delivery,Mon,29.3919902,40.7953523,2.0,9
619,Delivery,Mon,29.2347496,40.9634288,1.0,32
620,Delivery,Mon,29.4540484,40.8241274,1.0,39
621,Delivery,Mon,29.4542639,40.8243213,1.0,39
622,Delivery,Mon,29.2225446,40.984619,1.0,32
623,Delivery,Mon,29.220857,40.9822044,1.0,32
624,Delivery,Mon,29.1954634,41.0029302,4.0,16
625,Delivery,Mon,29.1939712,40.9937876,1.0,16
626,Delivery,Mon,29.3994037,40.8795099,1.0,18
627,Delivery,Mon,29.3994888,40.8795513,1.0,18
628,Delivery,Mon,29.1258927,40.9340741,1.0,9
629,Delivery,Mon,29.3019468,40.8600902,1.0,35
630,Delivery,Mon,29.2434426,40.8879737,1.0,19
631,Delivery,Mon,29.2955331,40.9089457,1.0,26
632,Delivery,Mon,29.2752032,40.8981017,1.0,26
633,Delivery,Mon,29.2724996,40.8777699,1.0,15
634,Delivery,Mon,29.2691312,40.8746745,1.0,15
635,Delivery,Mon,29.2742586,40.8903609,2.0,15
636,Delivery,Mon,29.2883028,40.8756594,1.0,15
637,Delivery,Mon,29.1067855,41.0249082,1.0,23
638,Delivery,Mon,29.1068841,41.025194,25.0,23
639,Delivery,Mon,29.1069195,41.0252979,11.0,23
640,Delivery,Mon,29.106849,41.0249857,3.0,23
641,Delivery,Mon,29.1335141,40.9392856,1.0,9
642,Delivery,Mon,29.1432773,40.9331318,2.0,20
643,Delivery,Mon,29.1396368,40.9390998,1.0,9
644,Delivery,Mon,29.1461327,40.9392087,1.0,38
645,Delivery,Mon,29.1677665,40.9208545,1.0,10
646,Delivery,Mon,29.1666795,40.9476067,1.0,0
647,Delivery,Mon,29.1240401,40.9653607,1.0,5
648,Delivery,Mon,29.1385772,40.9734643,1.0,4
649,Delivery,Mon,29.1345001,40.9694815,1.0,32
650,Delivery,Mon,29.1693877,40.9493028,1.0,0
651,Delivery,Mon,29.1524295,40.9191391,6.0,10
652,Delivery,Mon,29.1438651,40.922237,1.0,10
653,Delivery,Mon,29.1464133,40.916094,1.0,10
654,Pickup,Mon,29.3929378,40.9041761,159.0,3
655,Delivery,Mon,29.1069095,41.0251895,7.0,23
656,Pickup,Mon,29.3929501,40.9041378,64.0,18
657,Delivery,Mon,29.0955095,41.0242828,1.0,2
658,Delivery,Mon,29.1084578,41.0219945,1.0,23
659,Delivery,Mon,29.0945074,41.0244862,1.0,2
660,Delivery,Mon,29.0910438,41.0131982,1.0,2
661,Delivery,Mon,29.2375169,41.0157543,1.0,7
662,Delivery,Mon,29.2417918,41.0094277,1.0,17
663,Pickup,Mon,29.0903367,41.0249605,11.0,2
664,Delivery,Mon,29.1244066,41.0233279,1.0,27
665,Delivery,Mon,29.1244865,41.0245063,1.0,27
666,Delivery,Mon,29.1237143,41.0232318,1.0,27
667,Delivery,Mon,29.1253681,40.9919763,1.0,4
668,Delivery,Mon,29.1425003,40.99023,1.0,4
669,Delivery,Mon,29.3020476,40.9087447,2.0,26
670,Delivery,Mon,29.3048481,40.9102497,2.0,26
671,Delivery,Mon,29.2599592,40.8775008,1.0,15
672,Delivery,Mon,29.2416511,40.8822204,4.0,19
673,Delivery,Mon,29.269023,40.8932068,1.0,26
674,Delivery,Mon,29.2584392,40.878783,1.0,15
675,Delivery,Mon,29.1068863,41.0252007,4.0,23
676,Delivery,Mon,29.1067849,41.0251972,1.0,23
677,Delivery,Mon,29.106849,41.0249857,1.0,23
678,Delivery,Mon,29.1068907,41.0251974,2.0,23
679,Delivery,Mon,29.1715267,41.0312119,2.0,14
680,Delivery,Mon,29.4199502,40.7905079,3.0,34
681,Delivery,Mon,29.1009407,40.986286,96.0,36
682,Delivery,Mon,29.3333439,40.9298938,1.0,34
683,Delivery,Mon,29.3331761,40.9297032,1.0,34
684,Delivery,Mon,29.3294399,40.9320108,1.0,30
685,Delivery,Mon,29.3332282,40.9298389,1.0,30
686,Delivery,Mon,29.3062111,40.9312377,2.0,12
687,Delivery,Mon,29.2897791,40.9114698,4.0,26
688,Delivery,Mon,29.4129639,40.8428947,1.0,1
689,Delivery,Mon,29.401525,40.8758747,1.0,18
690,Delivery,Mon,29.3762872,40.8807749,1.0,25
691,Delivery,Mon,29.4434095,40.7953746,4.0,11
692,Delivery,Mon,29.4110107,40.8759209,1.0,18
693,Delivery,Mon,29.4433994,40.7954055,4.0,11
694,Delivery,Mon,29.2297825,40.9748581,175.0,32
695,Delivery,Mon,29.1241568,41.0234301,1.0,27
696,Delivery,Mon,29.1244044,41.0232978,2.0,27
697,Delivery,Mon,29.3995266,40.8795945,1.0,18
698,Delivery,Mon,29.4462342,40.8667896,1.0,39
699,Delivery,Mon,29.1277342,40.9319754,1.0,33
700,Delivery,Mon,29.2935128,40.905233,1.0,26
701,Delivery,Mon,29.26003,40.8767383,2.0,15
702,Delivery,Mon,29.2531,40.8952258,3.0,12
703,Delivery,Mon,29.2483066,40.8893462,1.0,37
704,Delivery,Mon,29.2910533,40.8775068,1.0,15
705,Delivery,Mon,29.1068022,41.0251313,1.0,23
706,Delivery,Mon,29.1069003,41.0251375,1.0,23
707,Delivery,Mon,29.2646644,40.8978064,1.0,26
708,Delivery,Mon,29.2630731,40.8954723,1.0,26
709,Delivery,Mon,29.1272062,40.9363553,1.0,9
710,Delivery,Mon,29.1276699,41.0262493,1.0,8
711,Delivery,Mon,29.1475499,41.0157279,37.0,33
712,Delivery,Mon,29.1131157,41.0350399,10.0,23
713,Delivery,Mon,29.1658026,40.9193113,54.0,10
714,Delivery,Mon,29.1441546,40.9982524,1.0,22
715,Delivery,Mon,29.1355252,41.0084747,1.0,33
716,Delivery,Mon,29.2321886,40.8815964,1.0,19
717,Delivery,Mon,29.1403561,41.0004971,125.0,22
718,Delivery,Mon,29.3072506,40.8253137,39.0,37
719,Delivery,Mon,29.1161455,41.0320697,3.0,23
720,Delivery,Mon,29.1414452,40.9999077,1.0,22
721,Pickup,Mon,29.4254677,40.8491256,1.0,1
722,Delivery,Mon,29.2324875,40.8816837,2.0,19
723,Delivery,Mon,29.1290478,41.0057262,1.0,33
724,Delivery,Mon,29.1352801,40.9882211,1.0,4
725,Delivery,Mon,29.195809,40.8994484,1.0,29
726,Delivery,Mon,29.1892618,40.8926891,1.0,29
727,Delivery,Mon,29.1852675,40.9008529,1.0,29
728,Delivery,Mon,29.4099365,40.8805617,9.0,18
729,Delivery,Mon,29.3888745,40.8682454,1.0,18
730,Delivery,Mon,29.1382727,40.9305789,1.0,20
731,Delivery,Mon,29.1382695,40.9305516,1.0,20
732,Delivery,Mon,29.1382912,40.9305864,2.0,20
733,Delivery,Mon,29.3888737,40.8682463,1.0,18
734,Delivery,Mon,29.1092798,40.9528355,1.0,5
735,Delivery,Mon,29.1037654,40.952468,1.0,5
736,Delivery,Mon,29.0972996,40.9524973,1.0,5
737,Delivery,Mon,29.3888712,40.8682439,1.0,18
738,Delivery,Mon,29.1131493,40.99072,1.0,5
739,Delivery,Mon,29.1797867,41.0115852,1.0,14
740,Delivery,Mon,29.1733513,41.0193154,3.0,14
741,Delivery,Mon,29.1911343,41.0120886,1.0,16
742,Delivery,Mon,29.3070855,40.92978,1.0,12
743,Delivery,Mon,29.3331806,40.9296538,2.0,28
744,Delivery,Mon,29.326205,40.9333954,1.0,38
745,Delivery,Mon,29.3332513,40.9298449,1.0,34
746,Delivery,Mon,29.2463215,41.002534,1.0,17
747,Delivery,Mon,29.3055571,40.9301017,1.0,12
748,Delivery,Mon,29.2898022,40.9114453,4.0,26
749,Delivery,Mon,29.4135925,40.8402779,1.0,1
750,Delivery,Mon,29.4015135,40.8759016,1.0,18
751,Delivery,Mon,29.1562205,41.0369273,1.0,7
752,Delivery,Mon,29.3662112,40.8532445,1.0,38
753,Delivery,Mon,29.3875471,40.8941665,1.0,18
754,Delivery,Mon,29.3796463,40.8848286,1.0,25
755,Delivery,Mon,29.3754469,40.8870695,1.0,25
756,Delivery,Mon,29.3780784,40.871789,16.0,25
757,Delivery,Mon,29.216816,40.9192233,2.0,0
758,Delivery,Mon,29.1369014,41.0069095,2.0,33
759,Delivery,Mon,29.1452695,41.0026776,3.0,22
760,Delivery,Mon,29.1355252,41.0084747,2.0,33
761,Delivery,Mon,29.3073226,40.825318,1.0,37
762,Delivery,Mon,29.4389017,40.8581492,1.0,39
763,Delivery,Mon,29.3660986,40.8532334,1.0,38
764,Delivery,Mon,29.4037645,40.8498901,1.0,1
765,Delivery,Mon,29.4675672,40.7970113,267.0,28
766,Delivery,Mon,29.4037645,40.8498901,2.0,1
767,Delivery,Mon,29.4037645,40.8498901,1.0,1
768,Pickup,Mon,29.1344974,40.9915928,2.0,4
769,Delivery,Mon,29.3277556,40.9025587,7.0,3
770,Delivery,Mon,29.2870174,40.8236192,1.0,37
771,Delivery,Mon,29.4434144,40.7954471,2.0,11
772,Delivery,Mon,29.2798901,40.8621101,1.0,15
773,Delivery,Mon,29.2164038,41.0255894,1.0,7
774,Delivery,Mon,29.2491784,41.0746878,1.0,7
775,Delivery,Mon,29.2243595,41.0290509,1.0,7
776,Delivery,Mon,29.2234332,41.0355169,1.0,7
777,Delivery,Mon,29.2258976,41.0307424,1.0,7
778,Delivery,Mon,29.2250192,41.0308141,1.0,7
779,Delivery,Mon,29.4408247,40.8378466,19.0,39
780,Delivery,Mon,29.1168447,40.9884446,1.0,4
781,Delivery,Mon,29.2550458,40.969699,5.0,13
782,Delivery,Mon,29.1846796,41.0196639,1.0,14
783,Delivery,Mon,29.2707301,41.0424971,1.0,7
784,Delivery,Mon,29.2224656,41.0276814,1.0,7
785,Delivery,Mon,29.1838975,41.0191286,1.0,14
786,Delivery,Mon,29.2717334,41.0430291,1.0,7
787,Delivery,Mon,29.2729417,40.8636713,1.0,15
788,Delivery,Mon,29.2729481,40.8636685,1.0,15
789,Delivery,Mon,29.2550413,40.9696782,5.0,13
790,Delivery,Mon,29.0948833,40.9891149,1.0,36
791,Delivery,Mon,29.0974593,40.9851246,1.0,36
792,Delivery,Mon,29.0894805,41.00751,1.0,36
793,Delivery,Mon,29.0798153,41.0066516,1.0,36
794,Delivery,Mon,29.1071382,40.9720259,3.0,24
795,Delivery,Mon,29.1148048,40.9663245,1.0,5
796,Delivery,Mon,29.1061596,40.9784542,3.0,24
797,Delivery,Mon,29.1042093,40.9798577,1.0,24
798,Delivery,Mon,29.1088908,40.9778106,3.0,24
799,Delivery,Mon,29.1013916,40.9751482,1.0,24
800,Delivery,Mon,29.1034745,40.9739601,1.0,24
801,Delivery,Mon,29.1151135,40.9711855,3.0,5
802,Delivery,Mon,29.1016592,40.9724098,2.0,24
803,Delivery,Mon,29.1076018,40.972115,1.0,24
804,Delivery,Mon,29.1309641,41.0225212,1.0,8
805,Delivery,Mon,29.1627495,41.023518,1.0,14
806,Delivery,Mon,29.2729825,40.863684,1.0,15
807,Delivery,Mon,29.2729988,40.8636838,2.0,15
808,Delivery,Mon,29.0817393,40.9988701,1.0,36
809,Delivery,Mon,29.0834424,40.9965002,1.0,36
810,Delivery,Mon,29.0757923,41.0018091,1.0,36
811,Delivery,Mon,29.0860496,40.9929088,1.0,36
812,Delivery,Mon,29.1179522,40.9725087,1.0,5
813,Delivery,Mon,29.1231149,40.9772345,1.0,4
814,Delivery,Mon,29.1058731,40.9784443,1.0,24
815,Delivery,Mon,29.1145839,40.975186,1.0,28
816,Delivery,Mon,29.1089678,40.9778511,2.0,24
817,Delivery,Mon,29.1090587,40.977915,12.0,24
818,Delivery,Mon,29.1008527,40.975129,1.0,24
819,Delivery,Mon,29.1066979,40.977008,1.0,24
820,Delivery,Mon,29.1129429,40.9733876,1.0,1
821,Delivery,Mon,29.1127638,40.9613815,1.0,5
822,Delivery,Mon,29.1417862,40.9280008,1.0,20
823,Delivery,Mon,29.1527546,41.0095536,1.0,22
824,Delivery,Mon,29.1654112,41.0280003,1.0,14
825,Delivery,Mon,29.1606423,41.0165611,1.0,14
826,Delivery,Mon,29.1562286,41.0121061,1.0,33
827,Delivery,Mon,29.1405757,40.9288256,18.0,20
828,Delivery,Mon,29.1802746,41.0173575,1.0,14
829,Delivery,Mon,29.0988069,40.980615,11.0,24
830,Delivery,Mon,29.0988069,40.980615,4.0,24
831,Delivery,Mon,29.2332709,40.8791973,19.0,19
832,Delivery,Mon,29.3215329,40.9398677,3.0,30
833,Delivery,Mon,29.1250715,40.9947131,173.0,4
834,Delivery,Mon,29.0988069,40.980615,7.0,24
835,Delivery,Mon,29.0988069,40.980615,11.0,24
836,Pickup,Mon,29.146378,41.0080332,1.0,22
837,Delivery,Mon,29.2816439,40.8588888,1.0,15
838,Delivery,Mon,29.3214821,40.9398825,1.0,32
839,Delivery,Mon,29.1225875,40.993971,7.0,4
840,Delivery,Mon,29.1246912,40.9946757,2.0,4
841,Delivery,Mon,29.1250756,40.9946402,1.0,4
842,Delivery,Mon,29.4405573,40.8390096,16.0,39
843,Delivery,Mon,29.284144,40.8585786,1.0,15
844,Delivery,Mon,29.28973,40.8572182,1.0,15
845,Pickup,Mon,29.1236232,40.975566,2.0,4
846,Delivery,Mon,29.4199511,40.788707,1.0,34
847,Delivery,Mon,29.4109796,40.8758081,1.0,18
848,Delivery,Mon,29.1295608,40.9782876,1.0,4
849,Delivery,Mon,29.2365913,40.8916436,1.0,19
850,Delivery,Mon,29.32514,40.9373909,3.0,30
851,Delivery,Mon,29.1653193,40.9197824,96.0,10
852,Delivery,Mon,29.1250413,40.9946852,2.0,4
853,Delivery,Mon,29.5406455,40.7918963,1.0,8
854,Delivery,Mon,29.3862352,40.8548885,7.0,1
855,Delivery,Mon,29.2345962,40.8781281,1.0,19
856,Delivery,Mon,29.4109911,40.8758043,1.0,18
857,Delivery,Mon,29.1508275,40.9745529,1.0,32
858,Delivery,Mon,29.2365515,40.8916965,1.0,19
859,Delivery,Mon,29.3253008,40.9373494,1.0,30
860,Delivery,Mon,29.3252578,40.9373618,5.0,30
861,Delivery,Mon,29.435762,40.8404156,148.0,39
862,Delivery,Mon,29.1399629,40.9841907,1.0,4
863,Delivery,Mon,29.1010408,40.9982194,1.0,36
864,Delivery,Mon,29.105758,40.9900298,1.0,35
865,Delivery,Mon,29.1517004,40.9787392,1.0,32
866,Delivery,Mon,29.0964995,40.999284,1.0,36
867,Delivery,Mon,29.100837,40.9990001,1.0,36
868,Delivery,Mon,29.4335872,40.8363717,212.0,39
869,Delivery,Mon,29.1334949,41.0223849,1.0,8
870,Delivery,Mon,29.1486297,41.00554,1.0,22
871,Delivery,Mon,29.3023488,40.8653645,1.0,35
872,Delivery,Mon,29.1386846,40.9307641,1.0,20
873,Delivery,Mon,29.4455334,40.866729,1.0,39
874,Delivery,Mon,29.2549932,40.9696994,1.0,13
875,Delivery,Mon,29.36735,40.8529567,1.0,38
876,Delivery,Mon,29.2788958,40.8181785,1.0,37
877,Delivery,Mon,29.3256876,40.8743914,1.0,35
878,Delivery,Mon,29.1814569,41.0025353,5.0,16
879,Delivery,Mon,29.1088592,40.9951098,1.0,32
880,Delivery,Mon,29.1008398,40.9990084,1.0,36
881,Delivery,Mon,29.102637,40.9977397,1.0,36
882,Delivery,Mon,29.1530873,40.9769532,1.0,32
883,Delivery,Mon,29.0965325,40.9992987,1.0,36
884,Delivery,Mon,29.1072122,40.9881043,1.0,24
885,Pickup,Mon,29.2973183,40.9086622,96.0,26
886,Delivery,Mon,29.3596069,40.8385942,1.0,38
887,Delivery,Mon,29.3561102,40.8223192,1.0,38
888,Delivery,Mon,29.435729,40.7992303,1.0,11
889,Delivery,Mon,29.2789304,40.8181777,1.0,37
890,Delivery,Mon,29.4394259,40.8604781,1.0,39
891,Delivery,Mon,29.1566578,40.9983299,7.0,22
892,Delivery,Mon,29.1618605,41.003319,4.0,33
893,Delivery,Mon,29.1350252,40.9381975,1.0,20
894,Delivery,Mon,29.1349508,40.9365849,1.0,20
895,Delivery,Mon,29.2055452,40.8999786,1.0,29
896,Delivery,Mon,29.1298157,40.927171,1.0,20
897,Delivery,Mon,29.1405342,40.9447453,1.0,38
898,Delivery,Mon,29.1568842,40.9403916,1.0,0
899,Delivery,Mon,29.1445572,40.9428464,1.0,38
900,Delivery,Mon,29.1431201,40.936333,1.0,20
901,Delivery,Mon,29.5054817,40.8316418,1.0,8
902,Delivery,Mon,29.1165936,40.9807496,1.0,21
903,Delivery,Mon,29.1217685,40.9647127,1.0,5
904,Delivery,Mon,29.1221689,40.9664344,3.0,5
905,Delivery,Mon,29.1557708,40.948936,1.0,21
906,Delivery,Mon,29.1342381,40.9696419,1.0,0
907,Delivery,Mon,29.166772,40.9188907,1.0,10
908,Delivery,Mon,29.1521745,40.9177772,1.0,10
909,Pickup,Mon,29.466801,40.7971047,3.0,28
910,Delivery,Mon,29.1346466,40.9861521,1.0,4
911,Delivery,Mon,29.1243437,40.9891268,1.0,4
912,Delivery,Mon,29.1785042,40.9880461,1.0,16
913,Delivery,Mon,29.1008531,40.9813932,1.0,24
914,Delivery,Mon,29.435822,40.8404362,5.0,39
915,Delivery,Mon,29.3974346,40.8308442,285.0,1
916,Delivery,Mon,29.2897893,40.9114522,1.0,26
917,Delivery,Mon,29.289971,40.9134531,1.0,26
918,Delivery,Mon,29.3243428,40.9334368,1.0,26
919,Delivery,Mon,29.3087335,40.9279141,1.0,12
920,Delivery,Mon,29.3088001,40.9278741,1.0,12
921,Delivery,Mon,29.2325485,41.0076511,1.0,17
922,Delivery,Mon,29.2334737,41.0074987,1.0,17
923,Delivery,Mon,29.4136286,40.8403199,1.0,1
924,Delivery,Mon,29.4142136,40.8380815,1.0,1
925,Delivery,Mon,29.414209,40.8380782,1.0,1
926,Delivery,Mon,29.1872304,41.0535315,1.0,7
927,Delivery,Mon,29.1502782,41.0382782,1.0,7
928,Delivery,Mon,29.3673514,40.8529389,1.0,38
929,Delivery,Mon,29.382817,40.8913406,1.0,25
930,Delivery,Mon,29.3780784,40.871789,9.0,25
931,Delivery,Mon,29.3786744,40.8721954,1.0,25
932,Delivery,Mon,29.4128614,40.7837273,1.0,34
933,Delivery,Mon,29.4066175,40.7706255,1.0,34
934,Delivery,Mon,29.3865561,40.7686322,1.0,34
935,Delivery,Mon,29.3845233,40.7581765,1.0,34
936,Delivery,Mon,29.4502184,40.7951496,1.0,28
937,Delivery,Mon,29.4141173,40.7870761,2.0,34
938,Delivery,Mon,29.4140926,40.7870762,1.0,34
939,Delivery,Mon,29.4052225,40.8560071,1.0,1
940,Delivery,Mon,29.2295954,40.9118917,1.0,0
941,Delivery,Mon,29.2281496,40.9038453,1.0,31
942,Delivery,Mon,29.1975254,40.9084789,1.0,29
943,Delivery,Mon,29.2379771,40.9065691,1.0,37
944,Delivery,Mon,29.1723361,40.9150205,1.0,10
945,Delivery,Mon,29.1792199,40.9169125,2.0,29
946,Delivery,Mon,29.2909115,40.9200392,1.0,26
947,Delivery,Mon,29.2808558,40.9244603,1.0,12
948,Delivery,Mon,29.2741959,40.9527408,1.0,13
949,Delivery,Mon,29.285502,40.9613755,1.0,13
950,Delivery,Mon,29.2699936,40.967085,1.0,13
951,Delivery,Mon,29.2560266,40.9691758,2.0,13
952,Delivery,Mon,29.3986892,40.8273451,3.0,1
953,Delivery,Mon,29.2812053,40.9457455,1.0,12
954,Delivery,Mon,29.384245,40.8824756,1.0,18
955,Delivery,Mon,29.2197619,40.9603612,1.0,32
956,Delivery,Mon,29.2995833,40.921327,1.0,12
957,Delivery,Mon,29.2935447,40.9220559,1.0,12
958,Delivery,Mon,29.3011635,40.9313073,1.0,12
959,Delivery,Mon,29.3001249,40.9329473,1.0,12
960,Delivery,Mon,29.2392275,40.9740635,1.0,32
961,Delivery,Mon,29.2252061,41.0173597,1.0,17
962,Delivery,Mon,29.2241659,41.0232264,1.0,7
963,Delivery,Mon,29.4588797,40.8197534,1.0,28
964,Delivery,Mon,29.3890465,40.8022372,1.0,9
965,Delivery,Mon,29.3712197,40.8206681,1.0,38
966,Delivery,Mon,29.3857978,40.8095105,1.0,9
967,Delivery,Mon,29.4443443,40.826328,2.0,39
